coords,dotted,main,meta,place,sub
"(['50.05850000'], ['19.95030000'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' balkon ', '  winda ']","[' cena   1 500 000 zł   15 000 zł/m² ', ' powierzchnia   100 m²   ', ' liczba pokoi   4   ', ' piętro   1  (z 5)  ']", Nr oferty w Otodom: 47678404 Nr oferty w biurze nieruchomości: ABN-MS-21548 Liczba wyświetleń strony: 711 Data dodania: 24.03.2017 Data aktualizacji: 29.03.2017 ,"['Kraków, Grzegórzki,  Daszyńskiego']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  materiał budynku:  pustak ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2012  ', '  czynsz:  700 zł ', '  forma własności:  pełna własność ']"
"(['50.01897850'], ['19.98809500'])","[' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  pom. użytkowe ']","[' cena   260 000 zł   5 663,25 zł/m² ', ' powierzchnia   45,91 m²   ', ' liczba pokoi   2   ', ' piętro   7  (z 9)  ']", Nr oferty w Otodom: 47494634 Nr oferty w biurze nieruchomości: 835/4879/OMS Liczba wyświetleń strony: 649 Data dodania: ponad 14 dni temu Data aktualizacji: 28.03.2017 ,"['Kraków, Bieżanów-Prokocim, Polonijna']","['  rynek:  pierwotny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2017  ', '  stan wykończenia:  do wykończenia ']"
"(['50.04513130'], ['19.95485440'])",[],"[' cena   215 000 zł   10 238,10 zł/m² ', ' powierzchnia   21 m²   ', ' liczba pokoi   1   ', ' piętro   parter  (z 2)  ']", Nr oferty w Otodom: 47629686 Nr oferty w biurze nieruchomości: 855/4879/OMS Liczba wyświetleń strony: 1802 Data dodania: 21.03.2017 Data aktualizacji: 23.03.2017 ,"['Kraków, Podgórze, Józefińska']","['  rynek:  wtórny ', '  rodzaj zabudowy:  kamienica ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2012  ', '  stan wykończenia:  do zamieszkania ', '  forma własności:  pełna własność ']"
"(['50.08469590'], ['19.93358280'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' monitoring / ochrona ', ' meble ', ' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  pom. użytkowe ']","[' cena   1 100 000 zł   11 340,21 zł/m² ', ' powierzchnia   97 m²   ', ' liczba pokoi   3   ', ' piętro   6  (z 7)  ']", Nr oferty w Otodom: 47285414 Nr oferty w biurze nieruchomości: 14196/2089/OMS Liczba wyświetleń strony: 1166 Data dodania: ponad 14 dni temu Data aktualizacji: 28.03.2017 ,"['Kraków, Krowodrza, Kluczborska']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  okna:  drewniane ', '  ogrzewanie:  miejskie ', '  rok budowy:  2007  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  460 zł ', '  forma własności:  pełna własność ']"
"(['50.07983980'], ['19.96098670'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' balkon ', '  piwnica ']","[' cena   439 000 zł   6 577,76 zł/m² ', ' powierzchnia   66,74 m²   ', ' liczba pokoi   3   ', ' piętro   2  (z 2)  ']", Nr oferty w Otodom: 44044630 Nr oferty w biurze nieruchomości: 63903/3877/OMS Liczba wyświetleń strony: 3362 Data dodania: ponad 14 dni temu Data aktualizacji: 29.03.2017 ,"['Kraków, Olsza, Na Wiankach']","['  rynek:  wtórny ', '  rodzaj zabudowy:  kamienica ', '  materiał budynku:  cegła ', '  okna:  drewniane ', '  ogrzewanie:  elektryczne ', '  rok budowy:  1996  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  280 zł ', '  forma własności:  pełna własność ', '  dostępne od:  19 Maja 2016 ']"
"(['50.00816580'], ['19.96123780'])","[' telewizja kablowa ', '  internet ', ' domofon / wideofon ', ' lodówka ', '  meble ', '  piekarnik ', '  kuchenka ', '  pralka ', ' balkon ', '  piwnica ', '  garaż/miejsce parkingowe ', '  winda ', '  oddzielna kuchnia ']","[' cena   299 000 zł   4 869,71 zł/m² ', ' powierzchnia   61,40 m²   ', ' liczba pokoi   3   ', ' piętro   7  (z 10)  ']", Nr oferty w Otodom: 46774948 Nr oferty w biurze nieruchomości: 7025/3685/OMS Liczba wyświetleń strony: 863 Data dodania: ponad 14 dni temu Data aktualizacji: 22.03.2017 ,"['Kraków, Kurdwanów,  Jakuba Bojki']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  wielka płyta ', '  okna:  aluminiowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  1991  ', '  stan wykończenia:  do wykończenia ', '  czynsz:  370 zł ', '  forma własności:  spółdzielcze własnościowe ']"
"(['50.02378040'], ['19.99662850'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' drzwi / okna antywłamaniowe ', '  teren zamknięty ', ' balkon ', '  garaż/miejsce parkingowe ', '  ogródek ', '  taras ', '  dwupoziomowe ']","[' cena   420 000 zł   5 454,55 zł/m² ', ' powierzchnia   77 m²   ', ' liczba pokoi   5   ', ' piętro   1  (z 2)  ']", Nr oferty w Otodom: 45119564 Liczba wyświetleń strony: 2774 Data dodania: ponad 14 dni temu Data aktualizacji: ponad 14 dni temu ,"['Kraków, Podgórze,  Legionów']","['  rynek:  pierwotny ', '  rodzaj zabudowy:  dom wolnostojący ', '  materiał budynku:  pustak ', '  okna:  plastikowe ', '  ogrzewanie:  gazowe ', '  rok budowy:  2016  ', '  stan wykończenia:  do wykończenia ', '  forma własności:  pełna własność ']"
"(['50.02298590'], ['19.90264380'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' monitoring / ochrona ', ' balkon ', '  piwnica ']","[' cena   325 000 zł   6 178,71 zł/m² ', ' powierzchnia   52,60 m²   ', ' liczba pokoi   2   ', ' piętro   4  (z 4)  ']", Nr oferty w Otodom: 44403390 Nr oferty w biurze nieruchomości: MST-MS-4106-1 Liczba wyświetleń strony: 1290 Data dodania: ponad 14 dni temu Data aktualizacji: 29.03.2017 ,"['Kraków, Dębniki, Gutenberga']","['  rynek:  wtórny ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  rok budowy:  1998  ', '  stan wykończenia:  do remontu ', '  czynsz:  263 zł ', '  forma własności:  pełna własność ']"
"(['50.09070160'], ['20.01680560'])",[],"[' cena   189 000 zł   7 560 zł/m² ', ' powierzchnia   25 m²   ', ' liczba pokoi   1   ', ' piętro   parter  (z 3)  ']", Nr oferty w Otodom: 47731374 Nr oferty w biurze nieruchomości: 61726 Liczba wyświetleń strony: 12 Data dodania: 29.03.2017 Data aktualizacji: 29.03.2017 ,"['Kraków, Bieńczyce,  Wysokie']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  1960  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  250 zł ', '  forma własności:  pełna własność ']"
"(['50.08217890'], ['20.00450270'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' drzwi / okna antywłamaniowe ', '  teren zamknięty ', '  domofon / wideofon ', '  monitoring / ochrona ', ' balkon ', '  winda ']","[' cena   185 000 zł   6 379,31 zł/m² ', ' powierzchnia   29 m²   ', ' liczba pokoi   1   ', ' piętro   10  (z 15)  ']", Nr oferty w Otodom: 47731362 Liczba wyświetleń strony: 41 Data dodania: 29.03.2017 Data aktualizacji: 29.03.2017 ,"['Kraków, Czyżyny,  Avia']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  żelbet ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2016  ', '  stan wykończenia:  do wykończenia ', '  czynsz:  200 zł ', '  forma własności:  pełna własność ', '  dostępne od:  29 Marca 2017 ']"
