coords,dotted,main,meta,place,sub
"(['50.05850000'], ['19.95030000'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' balkon ', '  winda ']","[' cena   1 500 000 zł   15 000 zł/m² ', ' powierzchnia   100 m²   ', ' liczba pokoi   4   ', ' piętro   1  (z 5)  ']", Nr oferty w Otodom: 47678404 Nr oferty w biurze nieruchomości: ABN-MS-21548 Liczba wyświetleń strony: 728 Data dodania: 24.03.2017 Data aktualizacji: 29.03.2017 ,"['Kraków, Grzegórzki,  Daszyńskiego']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  materiał budynku:  pustak ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2012  ', '  czynsz:  700 zł ', '  forma własności:  pełna własność ']"
"(['50.01897850'], ['19.98809500'])","[' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  pom. użytkowe ']","[' cena   260 000 zł   5 663,25 zł/m² ', ' powierzchnia   45,91 m²   ', ' liczba pokoi   2   ', ' piętro   7  (z 9)  ']", Nr oferty w Otodom: 47494634 Nr oferty w biurze nieruchomości: 835/4879/OMS Liczba wyświetleń strony: 668 Data dodania: ponad 14 dni temu Data aktualizacji: 28.03.2017 ,"['Kraków, Bieżanów-Prokocim, Polonijna']","['  rynek:  pierwotny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2017  ', '  stan wykończenia:  do wykończenia ']"
"(['50.04513130'], ['19.95485440'])",[],"[' cena   215 000 zł   10 238,10 zł/m² ', ' powierzchnia   21 m²   ', ' liczba pokoi   1   ', ' piętro   parter  (z 2)  ']", Nr oferty w Otodom: 47629686 Nr oferty w biurze nieruchomości: 855/4879/OMS Liczba wyświetleń strony: 1820 Data dodania: 21.03.2017 Data aktualizacji: 23.03.2017 ,"['Kraków, Podgórze, Józefińska']","['  rynek:  wtórny ', '  rodzaj zabudowy:  kamienica ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2012  ', '  stan wykończenia:  do zamieszkania ', '  forma własności:  pełna własność ']"
"(['50.08469590'], ['19.93358280'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' monitoring / ochrona ', ' meble ', ' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  pom. użytkowe ']","[' cena   1 100 000 zł   11 340,21 zł/m² ', ' powierzchnia   97 m²   ', ' liczba pokoi   3   ', ' piętro   6  (z 7)  ']", Nr oferty w Otodom: 47285414 Nr oferty w biurze nieruchomości: 14196/2089/OMS Liczba wyświetleń strony: 1184 Data dodania: ponad 14 dni temu Data aktualizacji: 28.03.2017 ,"['Kraków, Krowodrza, Kluczborska']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  okna:  drewniane ', '  ogrzewanie:  miejskie ', '  rok budowy:  2007  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  460 zł ', '  forma własności:  pełna własność ']"
"(['50.09943520'], ['19.96465400'])","[' telewizja kablowa ', '  internet ', ' drzwi / okna antywłamaniowe ', '  domofon / wideofon ', '  monitoring / ochrona ', ' zmywarka ', '  lodówka ', '  meble ', '  piekarnik ', '  kuchenka ', '  pralka ', ' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  oddzielna kuchnia ', '  pom. użytkowe ']","[' cena   358 000 zł   7 160 zł/m² ', ' powierzchnia   50 m²   ', ' liczba pokoi   2   ', ' piętro   2  (z 4)  ']", Nr oferty w Otodom: 47271350 Liczba wyświetleń strony: 1153 Data dodania: ponad 14 dni temu Data aktualizacji: 23.03.2017 ,"['Kraków, Prądnik Czerwony,  abp. Zygmunta Szczęsnego Felińskiego']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  okna:  plastikowe ', '  ogrzewanie:  gazowe ', '  rok budowy:  2011  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  190 zł ', '  forma własności:  pełna własność ', '  dostępne od:  1 Lutego 2017 ']"
"(['50.08710400'], ['19.97755380'])","[' winda ', '  oddzielna kuchnia ', '  pom. użytkowe ']","[' cena   207 000 zł   4 928,57 zł/m² ', ' powierzchnia   42 m²   ', ' liczba pokoi   2   ', ' piętro   &gt; 10  (z 11)  ']", Nr oferty w Otodom: 47544200 Nr oferty w biurze nieruchomości: 844/4879/OMS Liczba wyświetleń strony: 442 Data dodania: ponad 14 dni temu Data aktualizacji: 22.03.2017 ,"['Kraków, Prądnik Czerwony, Dobrego Pasterza']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  1989  ', '  stan wykończenia:  do remontu ', '  forma własności:  pełna własność ']"
"(['50.06266420'], ['19.93630100'])","[' domofon / wideofon ', ' piwnica ']","[' cena   695 000 zł   13 992,35 zł/m² ', ' powierzchnia   49,67 m²   ', ' liczba pokoi   1   ', ' piętro   2  (z 3)  ']", Nr oferty w Otodom: 47027914 Nr oferty w biurze nieruchomości: ms10123 Liczba wyświetleń strony: 305 Data dodania: ponad 14 dni temu Data aktualizacji: 23.03.2017 ,"['Kraków, Stare Miasto, Szpitalna']","['  rynek:  wtórny ', '  rodzaj zabudowy:  kamienica ', '  materiał budynku:  cegła ', '  ogrzewanie:  miejskie ', '  stan wykończenia:  do zamieszkania ', '  forma własności:  pełna własność ']"
"(['50.05223840'], ['19.93866900'])","[' telewizja kablowa ', '  internet ', ' drzwi / okna antywłamaniowe ', '  teren zamknięty ', '  domofon / wideofon ', '  monitoring / ochrona ', ' meble ', ' klimatyzacja ', '  balkon ', '  garaż/miejsce parkingowe ', '  winda ']","[' cena   1 790 000 zł   16 644,97 zł/m² ', ' powierzchnia   107,54 m²   ', ' liczba pokoi   4   ', ' piętro   1  (z 4)  ']", Nr oferty w Otodom: 47697948 Nr oferty w biurze nieruchomości: 4643 Liczba wyświetleń strony: 38 Data dodania: 27.03.2017 Data aktualizacji: 27.03.2017 ,"['Kraków, Kazimierz, Sukiennicza']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  materiał budynku:  cegła ', '  okna:  drewniane ', '  ogrzewanie:  miejskie ', '  rok budowy:  2016  ', '  czynsz:  1 000 zł ', '  forma własności:  pełna własność ', '  dostępne od:  27 Marca 2017 ']"
"(['50.04128750'], ['19.92447730'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' domofon / wideofon ', ' lodówka ', '  meble ', '  piekarnik ', '  kuchenka ', '  telewizor ', '  pralka ', ' balkon ', '  piwnica ']","[' cena   320 000 zł   6 808,51 zł/m² ', ' powierzchnia   47 m²   ', ' liczba pokoi   3   ', ' piętro   4  (z 4)  ']", Nr oferty w Otodom: 47523210 Liczba wyświetleń strony: 878 Data dodania: ponad 14 dni temu Data aktualizacji: 27.03.2017 ,"['Kraków, Podgórze,  Podwawelskie']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  wielka płyta ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  1974  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  390 zł ', '  forma własności:  spółdzielcze własnościowe ', '  dostępne od:  15 Marca 2017 ']"
"(['50.08812260'], ['19.89232480'])",[' balkon '],"[' cena   250 000 zł   7 673,42 zł/m² ', ' powierzchnia   32,58 m²   ', ' liczba pokoi   2   ', ' piętro   1  (z 5)  ']", Nr oferty w Otodom: 47697750 Nr oferty w biurze nieruchomości: 61602 Liczba wyświetleń strony: 46 Data dodania: 27.03.2017 Data aktualizacji: 27.03.2017 ,"['Kraków, Azory, Radzikowskiego']","['  rynek:  wtórny ', '  materiał budynku:  pustak ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2017  ', '  stan wykończenia:  do wykończenia ', '  czynsz:  190 zł ', '  forma własności:  pełna własność ']"
"(['50.08651780'], ['19.90829790'])",[],"[' cena   280 000 zł   6 222,22 zł/m² ', ' powierzchnia   45 m²   ', ' liczba pokoi   2   ', ' piętro   3  (z 4)  ']", Nr oferty w Otodom: 47697752 Nr oferty w biurze nieruchomości: 61603 Liczba wyświetleń strony: 28 Data dodania: 27.03.2017 Data aktualizacji: 27.03.2017 ,"['Kraków, Azory, Weissa']","['  rynek:  wtórny ', '  materiał budynku:  pustak ', '  okna:  plastikowe ', '  ogrzewanie:  gazowe ', '  rok budowy:  1994  ', '  czynsz:  120 zł ', '  forma własności:  pełna własność ']"
