coords,dotted,main,meta,place,sub
"(['50.05850000'], ['19.95030000'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' balkon ', '  winda ']","[' cena   1 500 000 zł   15 000 zł/m² ', ' powierzchnia   100 m²   ', ' liczba pokoi   4   ', ' piętro   1  (z 5)  ']", Nr oferty w Otodom: 47678404 Nr oferty w biurze nieruchomości: ABN-MS-21548 Liczba wyświetleń strony: 717 Data dodania: 24.03.2017 Data aktualizacji: 29.03.2017 ,"['Kraków, Grzegórzki,  Daszyńskiego']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  materiał budynku:  pustak ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2012  ', '  czynsz:  700 zł ', '  forma własności:  pełna własność ']"
"(['50.01897850'], ['19.98809500'])","[' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  pom. użytkowe ']","[' cena   260 000 zł   5 663,25 zł/m² ', ' powierzchnia   45,91 m²   ', ' liczba pokoi   2   ', ' piętro   7  (z 9)  ']", Nr oferty w Otodom: 47494634 Nr oferty w biurze nieruchomości: 835/4879/OMS Liczba wyświetleń strony: 654 Data dodania: ponad 14 dni temu Data aktualizacji: 28.03.2017 ,"['Kraków, Bieżanów-Prokocim, Polonijna']","['  rynek:  pierwotny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2017  ', '  stan wykończenia:  do wykończenia ']"
"(['50.04513130'], ['19.95485440'])",[],"[' cena   215 000 zł   10 238,10 zł/m² ', ' powierzchnia   21 m²   ', ' liczba pokoi   1   ', ' piętro   parter  (z 2)  ']", Nr oferty w Otodom: 47629686 Nr oferty w biurze nieruchomości: 855/4879/OMS Liczba wyświetleń strony: 1807 Data dodania: 21.03.2017 Data aktualizacji: 23.03.2017 ,"['Kraków, Podgórze, Józefińska']","['  rynek:  wtórny ', '  rodzaj zabudowy:  kamienica ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2012  ', '  stan wykończenia:  do zamieszkania ', '  forma własności:  pełna własność ']"
"(['50.08469590'], ['19.93358280'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' monitoring / ochrona ', ' meble ', ' balkon ', '  garaż/miejsce parkingowe ', '  winda ', '  pom. użytkowe ']","[' cena   1 100 000 zł   11 340,21 zł/m² ', ' powierzchnia   97 m²   ', ' liczba pokoi   3   ', ' piętro   6  (z 7)  ']", Nr oferty w Otodom: 47285414 Nr oferty w biurze nieruchomości: 14196/2089/OMS Liczba wyświetleń strony: 1172 Data dodania: ponad 14 dni temu Data aktualizacji: 28.03.2017 ,"['Kraków, Krowodrza, Kluczborska']","['  rynek:  wtórny ', '  rodzaj zabudowy:  apartamentowiec ', '  okna:  drewniane ', '  ogrzewanie:  miejskie ', '  rok budowy:  2007  ', '  stan wykończenia:  do zamieszkania ', '  czynsz:  460 zł ', '  forma własności:  pełna własność ']"
"(['50.00860110'], ['19.94853150'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' domofon / wideofon ', '  rolety antywłamaniowe ', ' balkon ', '  piwnica ']","[' cena   249 000 zł   7 114,29 zł/m² ', ' powierzchnia   35 m²   ', ' liczba pokoi   2   ', ' liczba pięter   3    ']", Nr oferty w Otodom: 47418022 Liczba wyświetleń strony: 271 Data dodania: ponad 14 dni temu Data aktualizacji: 29.03.2017 ,"['Kraków, Kurdwanów,  Daliowa']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2004  ', '  stan wykończenia:  do zamieszkania ', '  forma własności:  pełna własność ']"
"(['50.05469630'], ['19.94479720'])","[' domofon / wideofon ', ' piwnica ', '  dwupoziomowe ']","[' cena   515 000 zł   10 695,74 zł/m² ', ' powierzchnia   48,15 m²   ', ' liczba pokoi   3   ', ' piętro   2  (z 3)  ']", Nr oferty w Otodom: 47556110 Nr oferty w biurze nieruchomości: ms10138 Liczba wyświetleń strony: 124 Data dodania: ponad 14 dni temu Data aktualizacji: 29.03.2017 ,"['Kraków, Stare Miasto, Św. Sebastiana']","['  rynek:  wtórny ', '  rodzaj zabudowy:  kamienica ', '  materiał budynku:  cegła ', '  ogrzewanie:  miejskie ', '  rok budowy:  1910  ', '  forma własności:  pełna własność ']"
"(['50.08682230'], ['19.94735310'])","[' telewizja kablowa ', '  internet ', '  telefon ', ' balkon ', '  piwnica ', '  winda ']","[' cena   260 000 zł   7 833,68 zł/m² ', ' powierzchnia   33,19 m²   ', ' liczba pokoi   1   ', ' piętro   2  (z 6)  ']", Nr oferty w Otodom: 47253328 Nr oferty w biurze nieruchomości: 801/4879/OMS Liczba wyświetleń strony: 248 Data dodania: ponad 14 dni temu Data aktualizacji: 22.03.2017 ,"['Kraków, Krowodrza, Ludwika Solskiego']","['  rynek:  wtórny ', '  rodzaj zabudowy:  blok ', '  materiał budynku:  cegła ', '  okna:  plastikowe ', '  ogrzewanie:  miejskie ', '  rok budowy:  2000  ', '  stan wykończenia:  do zamieszkania ', '  forma własności:  pełna własność ']"
"(['50.05416590'], ['19.97541650'])","[' garaż/miejsce parkingowe ', '  winda ']","[' cena   355 632 zł   6 131,59 zł/m² ', ' powierzchnia   58 m²   ', ' liczba pokoi   3   ', ' piętro   7  (z 7)  ']", Nr oferty w Otodom: 47722360 Nr oferty w biurze nieruchomości: GNK-MS-30235 Liczba wyświetleń strony: 27 Data dodania: 28.03.2017 Data aktualizacji: 28.03.2017 ,"['Kraków, Podgórze Duchackie, Stoczniowców']","['  rynek:  pierwotny ', '  okna:  plastikowe ']"
"(['50.05416590'], ['19.97541650'])","[' garaż/miejsce parkingowe ', '  winda ']","[' cena   406 821 zł   6 550,01 zł/m² ', ' powierzchnia   62,11 m²   ', ' liczba pokoi   3   ', ' piętro   5  (z 7)  ']", Nr oferty w Otodom: 47722348 Nr oferty w biurze nieruchomości: GNK-MS-30233 Liczba wyświetleń strony: 19 Data dodania: 28.03.2017 Data aktualizacji: 28.03.2017 ,"['Kraków, Podgórze Duchackie, Stoczniowców']","['  rynek:  pierwotny ', '  okna:  plastikowe ']"
"(['50.05416590'], ['19.97541650'])","[' garaż/miejsce parkingowe ', '  winda ']","[' cena   270 270 zł   6 591,95 zł/m² ', ' powierzchnia   41 m²   ', ' liczba pokoi   2   ', ' piętro   5  (z 7)  ']", Nr oferty w Otodom: 47722352 Nr oferty w biurze nieruchomości: GNK-MS-30234 Liczba wyświetleń strony: 26 Data dodania: 28.03.2017 Data aktualizacji: 28.03.2017 ,"['Kraków, Podgórze Duchackie, Stoczniowców']","['  rynek:  pierwotny ', '  okna:  plastikowe ']"
